Copies,Date,Decision?,Draft length,DraftType,Last Pick,Lineup,Name,Overall,Pick,Player,Position,Scoring,Teams,league_id
1.0,2021-04-15,Yes,5.0,SAME,5.1,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 1, Def: 1, ",Chuck Norris Invitational Dynasty League,1,1.01,"Chase, Ja'Marr",WR,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",10.0,10578
1.0,2021-05-14,Yes,6.0,SAME,6.12,"QB: 1-2, RB: 2-6, WR: 2-6, TE: 1-5, ",Newb Auction Dynasty,1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.25",12.0,74587
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-4, WR: 3-5, TE: 1-3, ",SafeLeagues Empire 021 - QB Sneak (SF),1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,56065
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Dynasty 009 - Pump Fake (SF),1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,47079
1.0,2021-05-02,Yes,4.0,SAME,4.12,"QB: 1, RB: 1-5, WR: 1-5, TE: 1-4, ",Xtreme Dynasty League,1,1.01,"Chase, Ja'Marr",WR,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,34243
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Dynasty 371 - Basic (SF/TE),1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,65334
1.0,2021-02-10,Yes,4.0,SAME,4.12,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ",DLF Dynasty SUPERFLEX ROOKIE Mock February #1,1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,23302
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Dynasty 483 - Premium (SF),1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,59301
1.0,2021-05-03,Yes,6.0,SAME,6.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Best Ball Dynasty 018 - Basic (SF/TE),1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,71970
1.0,2021-03-31,Yes,4.0,SAME,4.12,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ",DLF Dynasty SUPERFLEX ROOKIE Mock April #10,1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,18879
1.0,2021-05-03,Yes,6.0,SAME,6.12,"QB: 1, RB: 1-3, WR: 3-5, TE: 1-3, PK: 1, Def: 1, ",Throwback Silver Devy Dynasty 28,1,1.01,"Williams, Javonte",RB,"QB_pTD: 5.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,44378
1.0,2021-05-13,Yes,5.0,SAME,5.12,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 1, Def: 1, ",Crossroads Dynasty Fantasy Football ,1,1.01,"Harris, Najee",RB,"QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",12.0,36600
1.0,2021-05-03,Yes,6.0,SAME,6.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Best Ball Dynasty 064 - Basic (SF/TE),1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,19255
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Dynasty 264 - Deluxe (SF/TE),1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,38499
1.0,2021-03-01,Yes,4.0,SAME,4.12,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ",DLF Dynasty SUPERFLEX ROOKIE Mock March #3,1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,27731
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Dynasty 030 - Screen,1,1.01,"Harris, Najee",RB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,57501
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Dynasty 189 - Deluxe,1,1.01,"Chase, Ja'Marr",WR,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,65480
1.0,2021-03-31,Yes,4.0,SAME,4.12,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ",DLF Dynasty ROOKIE Mock April #4,1,1.01,"Harris, Najee",RB,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,29048
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-6, WR: 2-6, TE: 1-5, ",DLF Dynasty Champion Series 004 - East,1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,38502
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Dynasty 516 - Deluxe (SF/TE),1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,42440
,2021-04-16,Yes,3.0,SAME,3.12,,DLF Rookie Mock - April,1,1.01,"Chase, Ja'Marr",WR,"QB_pTD: Fail, RB_PPR: Fail, WR_PPR: Fail, TE_PPR: Fail",,16721
1.0,2021-04-30,Yes,5.0,SAME,5.12,"QB: 1-2, RB: 2-3, WR: 3-4, TE: 2-3, Def: 1, ",Run Through Somebody Face: Part III,1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",12.0,22556
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1, RB: 2-4, WR: 3-5, TE: 1-3, ",SafeLeagues Empire 042 - Deluxe,1,1.01,"Harris, Najee",RB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,41285
1.0,2021-05-10,Yes,4.0,SDRAFT,4.05,"QB: 1-2, RB: 2-5, WR: 2-5, TE: 1-4, Def: 1, ",Dynasty Degenerates,1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",12.0,54149
1.0,2021-03-01,Yes,4.0,SAME,4.12,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ",DLF Dynasty SUPERFLEX ROOKIE Mock March #5,1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,68651
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Dynasty 412 - Basic (SF/TE),1,1.01,"Pitts, Kyle",TE,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,54248
1.0,2021-05-07,Yes,5.0,SAME,5.1,"QB: 1, RB: 2-6, WR: 2-6, TE: 1-4, PK: 1, Def: 1, ",Dynasty 365,1,1.01,"Chase, Ja'Marr",WR,"QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",10.0,24438
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Dynasty 184 - Basic (SF),1,1.01,"Lance, Trey",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,24489
1.0,2021-05-01,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-8, WR: 2-8, TE: 1-7, ",The One and Only,1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 5.0, RB_PPR: 0.5, WR_PPR: 1.0, TE_PPR: 2.0",12.0,23405
1.0,2021-05-01,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 1-4, WR: 1-5, TE: 1-4, PK: 1, Def: 1, ",League of Extraordinary Dynasties,1,1.01,Rookie Pick 1,Pick,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,51503
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Dynasty 169 - Basic (SF),1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,14001
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Dynasty 287 - Deluxe (SF/TE),1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,50066
1.0,2021-05-07,Yes,5.0,SAME,5.12,"QB: 1, RB: 2-4, WR: 3-5, TE: 1-3, PK: 1, Def: 1, ",Kickbacks Dynasty League,1,1.01,"Harris, Najee",RB,"QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",12.0,18291
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Dynasty 233 - Deluxe (SF/TE),1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,64950
1.0,2021-03-08,Yes,5.0,RANDOM,5.12,"QB: 1, RB: 1-3, WR: 2-4, TE: 1-2, PK: 1, Def: 1, ",Fantasy Recruits II,1,1.01,"Pitts, Kyle",TE,"QB_pTD: 6.0, RB_PPR: 0.75, WR_PPR: 1.0, TE_PPR: 1.25",12.0,37648
1.0,2021-05-03,Yes,5.0,SAME,5.12,"QB: 1, RB: 1-8, WR: 1-8, TE: 1-8, ",Sharp Sharks Dynasty,1,1.01,"Harris, Najee",RB,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,75632
1.0,2021-05-03,Yes,5.0,SAME,5.12,"QB: 1, RB: 1-3, WR: 2-4, TE: 1-2, PK: 1, Def: 1, ",NADL PHASE II,1,1.01,"Harris, Najee",RB,"QB_pTD: 4.0, RB_PPR: 2.0, WR_PPR: 2.0, TE_PPR: 2.0",12.0,45201
1.0,2021-05-07,Yes,5.0,SAME,5.12,"QB: 1-2, RB: 1-6, WR: 1-6, TE: 1-6, ",Recruiting Wars Dynasty League,1,1.01,"Wilson, Zach",QB,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,50807
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-5, WR: 2-5, TE: 1-4, ",#DynastyTrades Superflex,1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,17996
1.0,2021-05-08,Yes,4.0,SAME,4.1,"QB: 2, RB: 2-5, WR: 3-6, TE: 2-5, ",Dynasty on Ice,1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",10.0,67801
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Dynasty 443 - Premium (SF/TE),1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,42740
1.0,2021-05-03,Yes,6.0,SAME,6.12,"QB: 1, RB: 1-3, WR: 3-5, TE: 1-3, PK: 1, Def: 1, ",Throwback Silver Devy Dynasty 10,1,1.01,"Williams, Javonte",RB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,17148
1.0,2021-05-08,Yes,3.0,SAME,3.12,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, Def: 1, ",MAGNIFICENT 12 DYNASTY,1,1.01,"Harris, Najee",RB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.5",12.0,17870
1.0,2021-05-04,Yes,4.0,SAME,4.12,"QB: 1, RB: 2-4, WR: 3-5, TE: 1-3, ",Dynasty Football League,1,1.01,"Harris, Najee",RB,"QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",12.0,45628
1.0,2021-05-03,Yes,6.0,SAME,6.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Best Ball Dynasty 093 - Basic (SF/TE),1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,65282
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Dynasty 410 - Basic (SF/TE),1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,10505
1.0,2021-05-11,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-4, WR: 3-5, TE: 2-4, ",Newts McBoots Podcast League,1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 1.0, TE_PPR: 1.5",12.0,25030
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Dynasty 222 - Basic,1,1.01,"Chase, Ja'Marr",WR,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,57532
1.0,2021-05-03,Yes,3.0,SAME,3.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 2-3, Def: 1, ",The Devy Dudes ,1,1.01,"Lance, Trey",QB,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,52204
1.0,2021-02-10,Yes,4.0,SAME,4.12,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ",DLF Dynasty SUPERFLEX ROOKIE Mock February #8,1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,35940
1.0,2021-04-29,Yes,4.0,SAME,4.14,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-3, ",  --Draft Day!!--,1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.25, TE_PPR: 1.75",14.0,21223
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Dynasty 452 - Premium Air Force Boys 2,1,1.01,"Chase, Ja'Marr",WR,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,35075
1.0,2021-05-03,Yes,6.0,SAME,6.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Best Ball Dynasty 102 - Basic (SF/TE),1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,12452
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1, RB: 2-4, WR: 3-5, TE: 1-3, ",SafeLeagues Empire 016 - Sweep,1,1.01,"Harris, Najee",RB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,64055
1.0,2021-05-03,Yes,6.0,SAME,6.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Best Ball Dynasty 089 - Basic (SF/TE),1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,64972
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Dynasty 327 - Deluxe (SF/TE),1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,53415
1.0,2021-05-18,Yes,4.0,SAME,4.12,"QB: 1, RB: 2-4, WR: 3-5, TE: 1-3, Def: 1, ",Masters of the Gridiron,1,1.01,"Chase, Ja'Marr",WR,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,12186
1.0,2021-05-08,Yes,4.0,SAME,4.12,"QB: 1, RB: 2-4, WR: 3-5, TE: 1-3, ",Star Wars Dynasty Football League,1,1.01,"Harris, Najee",RB,"QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",12.0,55642
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-6, WR: 2-6, TE: 1-5, ",DLF Dynasty Champion Series 019 - West,1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,51854
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Dynasty 026 - Huddle,1,1.01,"Harris, Najee",RB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,51187
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Dynasty 399 - Premium (SF/TE),1,1.01,"Harris, Najee",RB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,51980
1.0,2021-05-03,Yes,6.0,SAME,6.12,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 1, ",SafeLeagues Napoleon 09 - Surly Buzzards,1,1.01,"Pitts, Kyle",TE,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,26984
1.0,2021-05-03,Yes,6.0,SAME,6.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Best Ball Dynasty 012 - Deluxe (SF/TE),1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,52546
1.0,2021-04-22,Yes,6.0,SAME,6.13,"QB: 1-2, RB: 3-4, WR: 4-5, TE: 1-3, DE: 2-3, DT: 2-3, LB: 3-4, CB: 2-3, S: 2-3, ",DC vs Marvel ,1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.5",12.0,15490
1.0,2021-05-10,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 2-6, ",The Reggie Bushwhackers,1,1.01,"Pitts, Kyle",TE,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.25, TE_PPR: 1.75",12.0,63817
1.0,2021-04-30,Yes,3.0,SAME,3.1,"QB: 1, RB: 2-4, WR: 2-4, TE: 1-3, ",Playing For Keeps,1,1.01,"Harris, Najee",RB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",10.0,61556
1.0,2021-04-12,Yes,3.0,SAME,3.16,"QB: 1-2, RB: 1-5, WR: 2-5, TE: 1-5, ",Pirates of the DynaSea,1,1.01,"Pitts, Kyle",TE,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.5",16.0,62266
1.0,2021-04-19,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-4, WR: 3-5, TE: 1-3, ",Galactic Gridiron,1,1.01,"Wilson, Zach",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,22914
1.0,2021-03-13,Yes,5.0,SFIRSTRANDOM,5.12,"QB: 1, RB: 2-5, WR: 3-6, TE: 1-3, ",Fantasy Recruits IV,1,1.01,Rookie Pick 1,Pick,"QB_pTD: 5.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,15290
1.0,2021-04-30,Yes,4.0,SAME,4.14,"QB: 1-2, RB: 3-5, WR: 4-6, TE: 1-3, ",      Draft Day!! Round 2 Devy,1,1.01,"Wilson, Zach",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.25, TE_PPR: 1.75",14.0,63894
1.0,2021-05-02,Yes,3.0,SAME,3.1,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 1, Def: 1, ",Tampa's Dynasty League,1,1.01,"Pitts, Kyle",TE,"QB_pTD: 0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",10.0,70650
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Dynasty 316 - Basic (SF/TE),1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,66817
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1, RB: 1-3, WR: 3-5, TE: 1-3, PK: 1, Def: 1, ",Throwback Bronze Flex Dynasty 35,1,1.01,"Harris, Najee",RB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,47134
1.0,2021-02-10,Yes,4.0,SAME,4.12,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ",DLF Dynasty SUPERFLEX ROOKIE Mock February #6,1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,67394
1.0,2021-03-01,Yes,4.0,SAME,4.12,"QB: 1, RB: 1-6, WR: 1-6, TE: 1-6, ",DLF Dynasty ROOKIE Mock March #7,1,1.01,"Harris, Najee",RB,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,55615
1.0,2021-05-08,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, ",Delta Dynasty Superflex,1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 5.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,31966
1.0,2021-04-08,Yes,4.0,SAME,4.12,"QB: 1, RB: 2-5, WR: 2-5, TE: 1-4, ",Elite Lemonade,1,1.01,"Pitts, Kyle",TE,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.5",12.0,75939
1.0,2021-03-22,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-6, WR: 2-6, TE: 1-5, ",Seige Dynasty Invitational,1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.5",12.0,15020
1.0,2021-04-30,Yes,5.0,SAME,5.12,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, ",Kendrick Bourne Max Extension,1,1.01,"Harris, Najee",RB,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.5",12.0,66145
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1, RB: 1-3, WR: 3-5, TE: 1-3, PK: 1, Def: 1, ",Throwback Bronze Dynasty 055,1,1.01,"Pitts, Kyle",TE,"QB_pTD: 5.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,38130
1.0,2021-05-03,Yes,6.0,SAME,6.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Best Ball Dynasty 104 - Deluxe (SF/TE),1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,47629
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",SafeLeagues Dynasty 161 - Deluxe (SF/TE),1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,30964
1.0,2021-05-15,Yes,5.0,SAME,5.12,"QB: 1, RB: 1-3, WR: 3-5, TE: 1-2, PK: 1, Def: 1, ",The Dirty 30 Part II Dynasty Fantasy Football League,1,1.01,"Harris, Najee",RB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,76246
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 1-4, WR: 3-6, TE: 1-4, PK: 1-2, Def: 1-2, ",Throwback Superflex Dynasty 04,1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 5.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,39224
1.0,2021-02-10,Yes,4.0,SDRAFT,4.12,"QB: 1-2, RB: 2-8, WR: 2-8, TE: 1-7, Def: 0-5, ",Infinity War,1,1.01,Rookie Pick 1,Pick,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.5",12.0,49050
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1-2, RB: 2-6, WR: 2-6, TE: 1-5, ",DLF Dynasty Champion Series 003 - West,1,1.01,"Lawrence, Trevor",QB,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 2.0",12.0,18716
1.0,2021-05-03,Yes,4.0,SAME,4.12,"QB: 1, RB: 1-3, WR: 3-5, TE: 1-3, PK: 1, Def: 1, ",Throwback Bronze Dynasty 086,1,1.01,"Harris, Najee",RB,"QB_pTD: 5.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,27168
