Copies,Date,Decision?,Draft length,DraftType,Last Pick,Lineup,Name,Overall,Pick,Player,Position,Scoring,Teams,league_id
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-5, WR: 2-5, TE: 1-5, PK: 1, Def: 1, ", Fantasy Conqueror,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",10.0,69627
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Tin Dynasty 140050,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,46836
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-2, WR: 2-4, TE: 1-2, PK: 1, DE: 2, DT: 1-2, LB: 2-4, CB: 2-3, S: 2-3, ",Sundays are for Football,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.5",16.0,59837
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-4, WR: 2-4, TE: 1-3, Def: 1, ",Recovered League,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,16964
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-5, WR: 1-6, TE: 1-4, PK: 0-1, DE: 1-4, DT: 1-4, LB: 1-4, CB: 1-3, S: 1-4, ",Emporium Dynasty Arcade,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 0.75, TE_PPR: 1.0",14.0,54336
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-5, WR: 2-5, TE: 1-4, PK: 1, ","Hoopa Drives the Boat, Chief",1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",10.0,30156
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-2, WR: 1-4, TE: 1-3, PK: 1, DE: 2, DT: 1-2, LB: 2-4, CB: 2-3, S: 2-3, ",World Dynasty 2.0,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",12.0,22078
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-4, WR: 3-5, TE: 1-3, PK: 1, Def: 1, ",Elite Fantasy League,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,62017
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, DT+DE: 1-2, LB: 1-2, CB+S: 1-2, ",Kings of Dynasty,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,12615
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-6, WR: 2-6, TE: 1-5, ",Average Joe's Dynasty ,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",10.0,48240
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Copper Dynasty 140380 - Classic 5,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",10.0,37337
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 1, Def: 1, ",The Gunner/Rock Memorial Dynasty League,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",12.0,32003
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-3, WR: 1-5, TE: 1-3, PK: 1, PN: 1, DE: 2, DT: 1-2, LB: 2-4, CB: 2-3, S: 2-3, ",DieHard II  High Roller League,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",14.0,31512
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-6, WR: 2-6, TE: 1-5, ",Marvel vs. Capcom I Dynasty,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 0, WR_PPR: 0, TE_PPR: 0",12.0,38652
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 1-7, WR: 1-7, TE: 1-7, ",EVIL EMPIRE DYNASTY LEAGUE,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,11146
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-2, WR: 2-4, TE: 1-2, PK: 1, DT+DE: 3-4, LB: 2-4, CB+S: 4-6, ",Cali  Worldwide,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 0, WR_PPR: 0, TE_PPR: 0",12.0,12329
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-5, WR: 3-6, TE: 1-4, ",All Pro Dynasty League V2.0,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,74369
1.0,1/1/1970,,,SAME,,"QB: 0-1, RB: 0-4, WR: 0-5, TE: 0-4, PK: 0-1, Def: 0-1, ",Leather Helmet Dynasty 4,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.5",12.0,42202
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-6, WR: 2-6, TE: 1-5, ",FFB Footclan Dynasty,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,51325
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-5, WR: 2-5, TE: 1-2, PK: 1, DT+DE: 2, LB: 2-4, CB+S: 2-4, ",Playa Hater Ball,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",10.0,19128
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2, WR: 3, TE: 1, PK: 1, Def: 1, ",Dynasty Survivors,1,1.01, , ,"QB_pTD: 0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,23545
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",Dirty Dozen Dynasty,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,59316
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-5, WR: 1-5, TE: 1-5, Def: 1, ",Shark Infested Fantasy Football League,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",14.0,49409
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 0-1, Def: 0-1, ",Saturday Stars,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,24235
,1/1/1970,,,SAME,,,2021 Pigskin Warriors,1,1.01, , ,"QB_pTD: 3.0, RB_PPR: 0, WR_PPR: 0, TE_PPR: 0",,37460
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-4, WR: 2-4, TE: 1-3, PK: 1, DT+DE: 1-4, LB: 3-4, CB+S: 1-4, ",Da Man Cave Dynasty League,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",10.0,17834
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Copper Dynasty 140292,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,74342
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Bronze Dynasty 140492,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,63731
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-8, WR: 2-8, TE: 1-8, ",Football video games Dynasty Edition,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,52721
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-4, WR: 2-4, TE: 1-2, ","The Good, the Bad and the Ugly Dynasty League",1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,39771
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, DT+DE: 2-3, LB: 3-4, CB+S: 2-3, ",Copy of Franchise Mode,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",12.0,17527
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-4, WR: 2-4, TE: 1-3, ",The Best Best Ball League,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,29951
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-3, WR: 2-4, TE: 1-3, PK: 1, Def: 1, ",Gods & Generals,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,16269
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-2, WR: 2-3, TE: 1-2, PK: 1, DE: 2, DT: 1-2, LB: 3-4, CB: 2-3, S: 2-3, ","Blood, Sweat, and Beers",1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",10.0,63095
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-2, WR: 2-4, TE: 1-2, PK: 1, Def: 1, ",NSFW League,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",16.0,18984
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-2, WR: 2-4, TE: 1-2, PK: 1, Def: 1, ",NSFW League,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",16.0,18984
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, Def: 1, ",Fantasy Heavyweights,1,1.01, , ,"QB_pTD: 5.0, RB_PPR: 0.66, WR_PPR: 0.66, TE_PPR: 0.66",16.0,47618
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Tin Dynasty 140101,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,56141
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 1-5, WR: 1-5, TE: 1-5, ",Ultimate Superflex League,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 1.0",12.0,60963
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, PK: 1, Def: 1, ",DYNASTY KINGS LEAGUE,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,34925
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, ", HQ1 - DynastyTradesHQ Listener League,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",16.0,42292
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-3, WR: 3-4, TE: 1-2, ",ASTORIA SUPERFLEX DYNASTY LEAGUE,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",10.0,55384
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-3, WR: 3-5, TE: 1-2, PK: 1, Def: 1, ",La Liga Exotic Smashmouth,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",12.0,67030
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-6, WR: 2-7, TE: 1-6, PK: 1, DE: 1-4, DT: 1-4, LB: 3-5, CB: 1-4, S: 1-4, ",Fantasy League: Anything Goes Dynasty ,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",32.0,30124
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-6, WR: 2-7, TE: 1-6, PK: 1, DE: 1-4, DT: 1-4, LB: 3-5, CB: 1-4, S: 1-4, ",Fantasy League: Anything Goes Dynasty ,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",32.0,30124
2.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-5, WR: 2-5, TE: 1-4, DE: 2-4, DT: 1-3, LB: 2-4, CB: 2-4, S: 2-4, ",Dynasty Championship Series,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 1.0, TE_PPR: 1.5",24.0,11708
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-5, WR: 2-5, TE: 1-3, PK: 0-1, Def: 1, ","Blood, Sweat and Tears",1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,71395
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-3, WR: 2-3, TE: 1-2, PK: 1-2, DT+DE: 1-2, LB: 1-2, CB+S: 1-2, ",Greater Dallas Fantasy Football League,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 0, WR_PPR: 0, TE_PPR: 0",12.0,23953
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Bronze Dynasty 140560 - Refugees of 51,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,17297
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Bronze Dynasty 140493,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,51711
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-4, WR: 2-4, TE: 1-3, PK: 1, Def: 1, ",Put the Women n Children 2 Bed,1,1.01, , ,"QB_pTD: 5.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",10.0,28411
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",Top Gun,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,10308
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-4, WR: 2-5, TE: 1-3, PK: 1, DT+DE: 2-4, LB: 2-4, CB+S: 2-4, ",Village Idiots,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",10.0,40297
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Tin Dynasty 140113,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,66692
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-4, WR: 3-5, TE: 1-3, PK: 1, DT+DE: 2-4, LB: 2-4, CB+S: 2-4, ",League of Extraordinary Ordinary Gentlemen ,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.5",10.0,30969
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-4, WR: 2-4, TE: 1-2, PK: 1, Def: 1, ",James Bond Dynasty 2,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,61784
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-3, WR: 2-4, TE: 1-3, PK: 1, Def: 1, ",Bounty Dynasty 9,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.25",12.0,65501
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-2, WR: 2-5, TE: 1-3, PK: 1, PN: 1, Off: 1, DE: 2, DT: 1-2, LB: 1-4, CB: 2-3, S: 2-3, ",the War Zone ,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,22872
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-6, WR: 2-6, TE: 1-5, ",Rise To The Challenge 50.6,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",14.0,17604
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Copper Dynasty 140328,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,45698
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-2, WR: 1-3, TE: 1-2, PK: 1, PN: 1, DE: 2-3, DT: 1-2, LB: 3-4, CB: 2-3, S: 2-3, ",Insane Asylum (2021),1,1.01, , ,"QB_pTD: 1.2, RB_PPR: 0, WR_PPR: 0, TE_PPR: 0",16.0,30231
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 3-6, WR: 5-8, TE: 2-5, ",Quarantine Superflex Dynasty League,1,1.01, , ,"QB_pTD: 0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,50448
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-3, WR: 2-3, TE: 1-2, PK: 1, ",RV Empire,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,28413
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-4, WR: 2-4, TE: 1-3, ",BHL FANATSY,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",12.0,47279
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-6, WR: 2-6, TE: 1-5, ",DLF Dynasty Champion Series 017 - West,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,62045
2.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-3, WR: 3-5, TE: 1-3, PK: 1, PN: 1, DE: 1-3, DT: 1-3, LB: 1-4, CB: 1-3, S: 1-3, ",Gridiron Fantasy: The Chosen Ones,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",32.0,73069
1.0,1/1/1970,,,SAME,,"QB: 2, RB: 2-3, WR: 3-4, TE: 1-2, DT+DE: 2-3, LB: 2-3, CB+S: 2-3, ",The Imperial League,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,39788
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-3, ",1265 Lombardi Ave,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",12.0,64788
,1/1/1970,,,SAME,,,BA Private Test,1,1.01, , ,"QB_pTD: Fail, RB_PPR: Fail, WR_PPR: Fail, TE_PPR: Fail",,47837
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-6, WR: 2-6, TE: 1-5, ",Rise To The Challenge 35.22,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",14.0,56472
2.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-2, WR: 2-5, TE: 1-3, PK: 1-2, DE: 1-3, DT: 1-3, LB: 1-4, CB: 2-3, S: 2-3, ",Cover Two Fantasy Football Federation,1,1.01, , ,"QB_pTD: 5.0, RB_PPR: 0.5, WR_PPR: 0.8, TE_PPR: 1.0",32.0,70143
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-4, WR: 2-4, TE: 1-3, PK: 1, Def: 1, ",HEROES & VILLIANS,1,1.01, , ,"QB_pTD: 5.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",10.0,65114
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, Def: 1, ",Starters & Subways,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,52079
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-3, WR: 3-5, TE: 1-3, ",Virus Doldrums,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,43411
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 2-5, DE: 2-5, DT: 1-4, LB: 2-5, CB: 1-4, S: 2-5, ",The Art of War,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 0, WR_PPR: 0, TE_PPR: 0",14.0,13046
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-4, WR: 2-4, TE: 1-3, PK: 1, Def: 1, ",National Fantasy League,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 0, WR_PPR: 0, TE_PPR: 0",14.0,10301
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-5, WR: 3-5, TE: 2-5, DE: 2-4, DT: 1-3, LB: 3-5, CB+S: 3-5, ",Lord of the Rings: The Battle for Middle Earth,1,1.01, , ,"QB_pTD: 5.0, RB_PPR: 0, WR_PPR: 0, TE_PPR: 0",12.0,28371
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, ",World Pigskin League,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,65953
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-4, WR: 2-4, TE: 1-3, Def: 1, ",Pioneer Dynasty FFL,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",12.0,66231
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-4, WR: 3-5, TE: 1-3, PK: 1, DE: 2, DT: 1-2, LB: 3-4, CB: 2-3, S: 2, ",--Infintity Stones {Reality}--,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.25, TE_PPR: 1.5",12.0,51677
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-4, WR: 3-5, TE: 1-3, ",Hail Mary Dynasty,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",14.0,10286
1.0,1/1/1970,,,SAME,,"QB: 0-2, RB: 0-9, WR: 0-9, TE: 0-9, ","Mud, Sweat & Beers Dynasty",1,1.01, , ,"QB_pTD: 5.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,52149
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-6, WR: 3-7, TE: 1-5, ",Marvel Comics Chaos War,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 5.75, WR_PPR: 9.9, TE_PPR: 10.5",12.0,54111
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",Pittsburgh Expert Dynasty League,1,1.01, , ,"QB_pTD: Fail, RB_PPR: Fail, WR_PPR: Fail, TE_PPR: Fail",12.0,34963
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-3, WR: 1-4, TE: 1-3, PK: 1, DT+DE: 1, LB: 1, CB+S: 1, ",Awesome Dynasty Football League,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 0, WR_PPR: 0, TE_PPR: 0",12.0,42200
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-6, WR: 2-6, TE: 1-5, ",DLF Dynasty Champion Series 008 - East,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,21388
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-5, WR: 2-5, TE: 1-3, DT+DE: 2, LB: 3, CB+S: 3, ",Lake Effect Dynasty League,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,10984
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-4, WR: 2-4, TE: 1-3, Def: 1, ",The League of Familiar Acquaintances ,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 0.5, WR_PPR: 0.5, TE_PPR: 0.5",12.0,74567
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-5, WR: 3-6, TE: 1-4, ",HBO II Dynasty League,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 0, WR_PPR: 0, TE_PPR: 0",12.0,70969
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-3, WR: 3-4, TE: 1-2, TMPK: 1, Def: 1, ",2021 Dynasty Fantasy Football League,1,1.01, , ,"QB_pTD: Fail, RB_PPR: Fail, WR_PPR: Fail, TE_PPR: Fail",12.0,17359
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-5, WR: 3-7, TE: 1-4, ",Restaurant League,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",14.0,65845
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 1-6, WR: 1-6, TE: 1-6, ",Trade Addicts 5,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,60119
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 1-3, WR: 1-3, TE: 1-3, PK: 1, Def: 1, ",Masters Bronze Dynasty 140515,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,56232
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB: 2-6, WR: 2-6, TE: 1-5, ",DLF Dynasty Champion Series 004 - North,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,46600
1.0,1/1/1970,,,SAME,,"QB: 1-2, RB+WR+TE: 1-9, ",Suplex Superflex,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,37220
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2-4, WR: 2-4, TE: 1-3, PK: 1, ",Arizona Dynasty League,1,1.01, , ,"QB_pTD: 6.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",12.0,22504
1.0,1/1/1970,,,SAME,,"QB: 1, RB: 2, WR: 3, TE: 1, PK: 0-1, DE: 1, DT: 1, LB: 2, CB: 1, S: 2, ",First World Football,1,1.01, , ,"QB_pTD: 4.0, RB_PPR: 1.0, WR_PPR: 1.0, TE_PPR: 1.0",14.0,45051
