,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
92,83,Tyler Nelson,SR,2017-18,G,Fairfield,MAAC,33,1205,230,547,.420,126,252,104,295,.353,168,191,.880,18,120,138,110,45,3,82,55,732,36.5,7.0,16.6,3.8,7.6,3.2,8.9,5.1,5.8,0.5,3.6,4.2,3.3,1.4,0.1,2.5,1.7,22.2
93,84,Kevin Punter,SR,2015-16,G,Tennessee,SEC,26,886,177,385,.460,119,228,58,157,.369,165,202,.817,5,84,89,91,36,6,66,73,577,34.1,6.8,14.8,4.6,8.8,2.2,6.0,6.3,7.8,0.2,3.2,3.4,3.5,1.4,0.2,2.5,2.8,22.2
94,85,Zeek Woodley,SO,2014-15,G,Northwestern State,Southland,32,1009,262,468,.560,223,370,39,98,.398,148,182,.813,55,105,160,34,33,22,38,73,711,31.5,8.2,14.6,7.0,11.6,1.2,3.1,4.6,5.7,1.7,3.3,5.0,1.1,1.0,0.7,1.2,2.3,22.2
95,86,Zeek Woodley,JR,2015-16,G,Northwestern State,Southland,28,925,216,407,.531,159,267,57,140,.407,133,150,.887,47,98,145,44,27,16,55,67,622,33.0,7.7,14.5,5.7,9.5,2.0,5.0,4.8,5.4,1.7,3.5,5.2,1.6,1.0,0.6,2.0,2.4,22.2
96,87,Travis Bader,JR,2012-13,G,Oakland,Summit,33,1261,206,523,.394,67,163,139,360,.386,179,202,.886,12,83,95,32,30,2,47,93,730,38.2,6.2,15.8,2.0,4.9,4.2,10.9,5.4,6.1,0.4,2.5,2.9,1.0,0.9,0.1,1.4,2.8,22.1
97,88,Trey Freeman,SR,2015-16,G,Old Dominion,CUSA,38,1333,323,753,.429,272,607,51,146,.349,141,170,.829,21,139,160,115,39,4,48,68,838,35.1,8.5,19.8,7.2,16.0,1.3,3.8,3.7,4.5,0.6,3.7,4.2,3.0,1.0,0.1,1.3,1.8,22.1
98,89,Jack Gibbs,SR,2016-17,G,Davidson,A-10,31,1122,215,503,.427,121,263,94,240,.392,161,202,.797,22,103,125,127,41,0,82,77,685,36.2,6.9,16.2,3.9,8.5,3.0,7.7,5.2,6.5,0.7,3.3,4.0,4.1,1.3,0.0,2.6,2.5,22.1
99,90,Justin James,SR,2018-19,G,Wyoming,MWC,32,1221,228,557,.409,178,388,50,169,.296,200,270,.741,32,241,273,141,48,18,133,68,706,38.2,7.1,17.4,5.6,12.1,1.6,5.3,6.3,8.4,1.0,7.5,8.5,4.4,1.5,0.6,4.2,2.1,22.1
100,91,Fletcher Magee,JR,2017-18,G,Wofford,Southern,34,1143,253,523,.484,105,186,148,337,.439,97,107,.907,9,91,100,58,31,3,57,62,751,33.6,7.4,15.4,3.1,5.5,4.4,9.9,2.9,3.1,0.3,2.7,2.9,1.7,0.9,0.1,1.7,1.8,22.1
101,92,Shane Gibson,JR,2011-12,G,Sacred Heart,NEC,32,1082,253,496,.510,166,295,87,201,.433,112,130,.862,25,124,149,70,48,11,101,91,705,33.8,7.9,15.5,5.2,9.2,2.7,6.3,3.5,4.1,0.8,3.9,4.7,2.2,1.5,0.3,3.2,2.8,22.0
102,93,Jerrick Harding,SO,2017-18,G,Weber State,Big Sky,31,1019,249,470,.530,192,336,57,134,.425,127,144,.882,19,87,106,53,33,5,74,57,682,32.9,8.0,15.2,6.2,10.8,1.8,4.3,4.1,4.6,0.6,2.8,3.4,1.7,1.1,0.2,2.4,1.8,22.0
103,94,Mason Jones,JR,2019-20,G,Arkansas,SEC,31,1050,191,422,.453,123,228,68,194,.351,233,282,.826,22,147,169,106,50,6,99,101,683,33.9,6.2,13.6,4.0,7.4,2.2,6.3,7.5,9.1,0.7,4.7,5.5,3.4,1.6,0.2,3.2,3.3,22.0
104,95,Junior Robinson,SR,2017-18,G,Mount St. Mary's,NEC,32,1162,228,511,.446,150,310,78,201,.388,169,188,.899,19,73,92,154,37,1,89,87,703,36.3,7.1,16.0,4.7,9.7,2.4,6.3,5.3,5.9,0.6,2.3,2.9,4.8,1.2,0.0,2.8,2.7,22.0
105,96,Benjamin Stanley,SO,2019-20,F,Hampton,Big South,34,1192,295,514,.574,280,469,15,45,.333,144,224,.643,77,167,244,24,14,50,64,83,749,35.1,8.7,15.1,8.2,13.8,0.4,1.3,4.2,6.6,2.3,4.9,7.2,0.7,0.4,1.5,1.9,2.4,22.0
106,97,Jordan Ford,SR,2019-20,G,Saint Mary's (CA),WCC,34,1292,270,549,.492,184,340,86,209,.411,117,140,.836,19,84,103,79,46,1,50,38,743,38.0,7.9,16.1,5.4,10.0,2.5,6.1,3.4,4.1,0.6,2.5,3.0,2.3,1.4,0.0,1.5,1.1,21.9
107,98,C.J. McCollum,JR,2011-12,G,Lehigh,Patriot,35,1160,254,573,.443,194,397,60,176,.341,198,244,.811,50,179,229,124,91,19,81,73,766,33.1,7.3,16.4,5.5,11.3,1.7,5.0,5.7,7.0,1.4,5.1,6.5,3.5,2.6,0.5,2.3,2.1,21.9
108,99,Grant Riller,JR,2018-19,G,College of Charleston,CAA,33,1172,264,491,.538,218,351,46,140,.329,150,186,.806,19,94,113,134,41,2,79,56,724,35.5,8.0,14.9,6.6,10.6,1.4,4.2,4.5,5.6,0.6,2.8,3.4,4.1,1.2,0.1,2.4,1.7,21.9
109,100,Grant Riller,SR,2019-20,G,College of Charleston,CAA,31,1039,227,455,.499,180,325,47,130,.362,177,214,.827,16,143,159,122,49,10,97,70,678,33.5,7.3,14.7,5.8,10.5,1.5,4.2,5.7,6.9,0.5,4.6,5.1,3.9,1.6,0.3,3.1,2.3,21.9
0,,Totals,Per Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rk,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2,101,Jordan Roland,SR,2019-20,G,Northeastern,CAA,33,1195,249,518,.481,154,277,95,241,.394,129,146,.884,17,93,110,59,51,8,57,60,722,36.2,7.5,15.7,4.7,8.4,2.9,7.3,3.9,4.4,0.5,2.8,3.3,1.8,1.5,0.2,1.7,1.8,21.9
3,102,Jonathan Stark,JR,2016-17,G,Murray State,OVC,33,1207,249,568,.438,141,314,108,254,.425,117,141,.830,9,119,128,172,43,1,95,75,723,36.6,7.5,17.2,4.3,9.5,3.3,7.7,3.5,4.3,0.3,3.6,3.9,5.2,1.3,0.0,2.9,2.3,21.9
4,103,Isaiah Canaan,SR,2012-13,G,Murray State,OVC,31,1131,215,499,.431,121,245,94,254,.370,152,185,.822,19,91,110,133,47,4,98,58,676,36.5,6.9,16.1,3.9,7.9,3.0,8.2,4.9,6.0,0.6,2.9,3.5,4.3,1.5,0.1,3.2,1.9,21.8
5,104,Bryce Cotton,SR,2013-14,G,Providence,Big East,35,1398,230,549,.419,153,339,77,210,.367,226,265,.853,19,105,124,205,35,3,85,51,763,39.9,6.6,15.7,4.4,9.7,2.2,6.0,6.5,7.6,0.5,3.0,3.5,5.9,1.0,0.1,2.4,1.5,21.8
6,105,Tyler Harvey,SO,2013-14,G,Eastern Washington,Big Sky,31,1158,206,465,.443,97,213,109,252,.433,156,174,.897,21,108,129,84,35,9,66,71,677,37.4,6.6,15.0,3.1,6.9,3.5,8.1,5.0,5.6,0.7,3.5,4.2,2.7,1.1,0.3,2.1,2.3,21.8
7,106,Terry Taylor,JR,2019-20,G,Austin Peay,OVC,33,1208,285,518,.550,244,390,41,128,.320,107,164,.652,132,230,362,46,43,44,78,63,718,36.6,8.6,15.7,7.4,11.8,1.2,3.9,3.2,5.0,4.0,7.0,11.0,1.4,1.3,1.3,2.4,1.9,21.8
8,107,Elijah Brown,SO,2015-16,G,New Mexico,MWC,32,1077,194,453,.428,105,227,89,226,.394,217,255,.851,22,154,176,101,35,2,108,64,694,33.7,6.1,14.2,3.3,7.1,2.8,7.1,6.8,8.0,0.7,4.8,5.5,3.2,1.1,0.1,3.4,2.0,21.7
9,108,Jon Davis,SR,2018-19,G,Charlotte,CUSA,29,1076,191,441,.433,118,225,73,216,.338,175,205,.854,11,119,130,107,24,12,121,43,630,37.1,6.6,15.2,4.1,7.8,2.5,7.4,6.0,7.1,0.4,4.1,4.5,3.7,0.8,0.4,4.2,1.5,21.7
10,109,Jalen Harris,JR,2019-20,G,Nevada,MWC,30,991,224,502,.446,157,317,67,185,.362,135,164,.823,24,170,194,118,34,4,72,69,650,33.0,7.5,16.7,5.2,10.6,2.2,6.2,4.5,5.5,0.8,5.7,6.5,3.9,1.1,0.1,2.4,2.3,21.7
11,110,Tyler Haws,SO,2012-13,G,Brigham Young,WCC,36,1235,276,571,.483,233,458,43,113,.381,185,211,.877,49,116,165,71,45,5,71,54,780,34.3,7.7,15.9,6.5,12.7,1.2,3.1,5.1,5.9,1.4,3.2,4.6,2.0,1.3,0.1,2.0,1.5,21.7
12,111,Garrison Mathews,JR,2017-18,G,Lipscomb,A-Sun,33,1003,213,458,.465,123,222,90,236,.381,199,249,.799,41,139,180,58,32,9,71,83,715,30.4,6.5,13.9,3.7,6.7,2.7,7.2,6.0,7.5,1.2,4.2,5.5,1.8,1.0,0.3,2.2,2.5,21.7
13,112,Grayson Allen,SO,2015-16,G,Duke,ACC,36,1317,239,513,.466,149,297,90,216,.417,211,252,.837,24,141,165,127,47,5,72,98,779,36.6,6.6,14.3,4.1,8.3,2.5,6.0,5.9,7.0,0.7,3.9,4.6,3.5,1.3,0.1,2.0,2.7,21.6
14,113,Trevon Allen,SR,2019-20,G,Idaho,Big Sky,30,1007,229,510,.449,167,355,62,155,.400,127,156,.814,10,137,147,50,50,4,81,48,647,33.6,7.6,17.0,5.6,11.8,2.1,5.2,4.2,5.2,0.3,4.6,4.9,1.7,1.7,0.1,2.7,1.6,21.6
15,114,Robert Franks,SR,2018-19,F,Washington State,Pac-12,27,930,201,408,.493,126,220,75,188,.399,106,125,.848,37,158,195,70,18,19,87,68,583,34.4,7.4,15.1,4.7,8.1,2.8,7.0,3.9,4.6,1.4,5.9,7.2,2.6,0.7,0.7,3.2,2.5,21.6
16,115,Shane Gibson,SR,2012-13,G,Sacred Heart,NEC,29,951,212,475,.446,125,266,87,209,.416,115,132,.871,23,100,123,41,33,9,95,76,626,32.8,7.3,16.4,4.3,9.2,3.0,7.2,4.0,4.6,0.8,3.4,4.2,1.4,1.1,0.3,3.3,2.6,21.6
17,116,Shamorie Ponds,SO,2017-18,G,St. John's (NY),Big East,30,1110,225,536,.420,178,350,47,186,.253,150,175,.857,36,115,151,142,70,3,82,53,647,37.0,7.5,17.9,5.9,11.7,1.6,6.2,5.0,5.8,1.2,3.8,5.0,4.7,2.3,0.1,2.7,1.8,21.6
18,117,Terrell Stoglin,SO,2011-12,G,Maryland,ACC,32,1045,220,533,.413,129,296,91,237,.384,159,202,.787,17,93,110,62,23,3,71,66,690,32.7,6.9,16.7,4.0,9.3,2.8,7.4,5.0,6.3,0.5,2.9,3.4,1.9,0.7,0.1,2.2,2.1,21.6
19,118,Kyle Vinales,SO,2012-13,G,Central Connecticut State,NEC,30,1147,229,557,.411,149,338,80,219,.365,111,138,.804,8,53,61,113,42,4,100,60,649,38.2,7.6,18.6,5.0,11.3,2.7,7.3,3.7,4.6,0.3,1.8,2.0,3.8,1.4,0.1,3.3,2.0,21.6
20,119,Jaylin Walker,SR,2018-19,G,Kent State,MAC,27,971,181,468,.387,88,225,93,243,.383,127,158,.804,46,107,153,57,36,3,72,35,582,36.0,6.7,17.3,3.3,8.3,3.4,9.0,4.7,5.9,1.7,4.0,5.7,2.1,1.3,0.1,2.7,1.3,21.6
21,120,Denzel Livingston,SR,2014-15,G,Incarnate Word,Southland,29,1071,190,418,.455,144,284,46,134,.343,198,246,.805,43,129,172,85,74,38,80,86,624,36.9,6.6,14.4,5.0,9.8,1.6,4.6,6.8,8.5,1.5,4.4,5.9,2.9,2.6,1.3,2.8,3.0,21.5
22,,Totals,Per Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Rk,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
24,121,Stan Okoye,SR,2012-13,F,Virginia Military Institute,Big South,31,1010,236,523,.451,177,362,59,161,.366,135,202,.668,79,211,290,82,47,13,100,67,666,32.6,7.6,16.9,5.7,11.7,1.9,5.2,4.4,6.5,2.5,6.8,9.4,2.6,1.5,0.4,3.2,2.2,21.5
25,122,Gerardo Suero,JR,2011-12,G,Albany (NY),AEC,32,1015,220,479,.459,191,398,29,81,.358,220,265,.830,68,116,184,100,42,11,134,82,689,31.7,6.9,15.0,6.0,12.4,0.9,2.5,6.9,8.3,2.1,3.6,5.8,3.1,1.3,0.3,4.2,2.6,21.5
26,123,Jordon Varnado,SR,2018-19,F,Troy,Sun Belt,20,678,151,287,.526,114,196,37,91,.407,90,115,.783,43,113,156,49,13,23,55,55,429,33.9,7.6,14.4,5.7,9.8,1.9,4.6,4.5,5.8,2.2,5.7,7.8,2.5,0.7,1.2,2.8,2.8,21.5
27,124,R.J. Cole,SO,2018-19,G,Howard,MEAC,34,1209,218,525,.415,134,308,84,217,.387,208,254,.819,24,116,140,218,64,1,110,76,728,35.6,6.4,15.4,3.9,9.1,2.5,6.4,6.1,7.5,0.7,3.4,4.1,6.4,1.9,0.0,3.2,2.2,21.4
28,125,Marcus Evans,FR,2015-16,G,Rice,CUSA,32,1073,223,474,.470,171,304,52,170,.306,187,235,.796,28,100,128,91,70,6,100,92,685,33.5,7.0,14.8,5.3,9.5,1.6,5.3,5.8,7.3,0.9,3.1,4.0,2.8,2.2,0.2,3.1,2.9,21.4
29,126,Jerrick Harding,JR,2018-19,G,Weber State,Big Sky,30,1016,212,450,.471,148,275,64,175,.366,154,177,.870,15,86,101,42,50,11,62,67,642,33.9,7.1,15.0,4.9,9.2,2.1,5.8,5.1,5.9,0.5,2.9,3.4,1.4,1.7,0.4,2.1,2.2,21.4
30,127,Damion Lee,JR,2014-15,G,Drexel,CAA,27,1029,170,388,.438,105,219,65,169,.385,173,195,.887,24,141,165,63,41,9,50,60,578,38.1,6.3,14.4,3.9,8.1,2.4,6.3,6.4,7.2,0.9,5.2,6.1,2.3,1.5,0.3,1.9,2.2,21.4
31,128,Lamond Murray,SR,2016-17,G,Pepperdine,WCC,31,1060,251,528,.475,200,394,51,134,.381,109,140,.779,36,140,176,40,35,12,81,64,662,34.2,8.1,17.0,6.5,12.7,1.6,4.3,3.5,4.5,1.2,4.5,5.7,1.3,1.1,0.4,2.6,2.1,21.4
32,129,Saah Nimley,SR,2014-15,G,Charleston Southern,Big South,31,1106,183,477,.384,73,170,110,307,.358,187,228,.820,17,110,127,126,28,1,85,68,663,35.7,5.9,15.4,2.4,5.5,3.5,9.9,6.0,7.4,0.5,3.5,4.1,4.1,0.9,0.0,2.7,2.2,21.4
33,130,Bubba Parham,SO,2018-19,G,Virginia Military Institute,Southern,32,1085,210,494,.425,94,202,116,292,.397,150,189,.794,10,99,109,112,20,1,82,60,686,33.9,6.6,15.4,2.9,6.3,3.6,9.1,4.7,5.9,0.3,3.1,3.4,3.5,0.6,0.0,2.6,1.9,21.4
34,131,Jonathan Stark,SR,2017-18,G,Murray State,OVC,32,1165,221,490,.451,111,214,110,276,.399,133,149,.893,12,73,85,126,43,6,78,56,685,36.4,6.9,15.3,3.5,6.7,3.4,8.6,4.2,4.7,0.4,2.3,2.7,3.9,1.3,0.2,2.4,1.8,21.4
35,132,Sindarius Thornwell,SR,2016-17,G,South Carolina,SEC,31,1051,195,439,.444,137,291,58,148,.392,215,259,.830,77,144,221,86,66,30,76,71,663,33.9,6.3,14.2,4.4,9.4,1.9,4.8,6.9,8.4,2.5,4.6,7.1,2.8,2.1,1.0,2.5,2.3,21.4
36,133,T.J. Williams,SR,2016-17,G,Northeastern,CAA,30,1145,202,436,.463,166,328,36,108,.333,202,265,.762,23,118,141,158,31,4,101,67,642,38.2,6.7,14.5,5.5,10.9,1.2,3.6,6.7,8.8,0.8,3.9,4.7,5.3,1.0,0.1,3.4,2.2,21.4
37,134,Marcus Burk,JR,2019-20,G,IUPUI,Horizon,32,1114,237,548,.432,144,307,93,241,.386,115,147,.782,18,92,110,62,37,8,77,88,682,34.8,7.4,17.1,4.5,9.6,2.9,7.5,3.6,4.6,0.6,2.9,3.4,1.9,1.2,0.3,2.4,2.8,21.3
38,135,Shawn Glover,SR,2013-14,F,Oral Roberts,Southland,33,1151,273,547,.499,248,495,25,52,.481,132,159,.830,42,150,192,49,28,53,72,67,703,34.9,8.3,16.6,7.5,15.0,0.8,1.6,4.0,4.8,1.3,4.5,5.8,1.5,0.8,1.6,2.2,2.0,21.3
39,136,Andrew Kostecka,JR,2018-19,G,Loyola (MD),Patriot,32,1064,241,461,.523,193,335,48,126,.381,152,187,.813,39,115,154,76,85,29,89,99,682,33.3,7.5,14.4,6.0,10.5,1.5,3.9,4.8,5.8,1.2,3.6,4.8,2.4,2.7,0.9,2.8,3.1,21.3
40,137,Kendrick Perry,SR,2013-14,G,Youngstown State,Horizon,32,1168,215,425,.506,153,251,62,174,.356,190,258,.736,29,103,132,140,76,10,60,85,682,36.5,6.7,13.3,4.8,7.8,1.9,5.4,5.9,8.1,0.9,3.2,4.1,4.4,2.4,0.3,1.9,2.7,21.3
41,138,Ryan Taylor,JR,2017-18,G,Evansville,MVC,25,879,195,458,.426,128,300,67,158,.424,76,88,.864,12,84,96,28,20,6,57,57,533,35.2,7.8,18.3,5.1,12.0,2.7,6.3,3.0,3.5,0.5,3.4,3.8,1.1,0.8,0.2,2.3,2.3,21.3
42,139,Dylan Windler,SR,2018-19,F,Belmont,OVC,33,1097,243,450,.540,143,217,100,233,.429,116,137,.847,64,293,357,84,47,19,69,69,702,33.2,7.4,13.6,4.3,6.6,3.0,7.1,3.5,4.2,1.9,8.9,10.8,2.5,1.4,0.6,2.1,2.1,21.3
43,140,Peyton Aldridge,SR,2017-18,F,Davidson,A-10,33,1245,252,526,.479,175,324,77,202,.381,120,141,.851,46,205,251,82,13,20,40,51,701,37.7,7.6,15.9,5.3,9.8,2.3,6.1,3.6,4.3,1.4,6.2,7.6,2.5,0.4,0.6,1.2,1.5,21.2
44,,Totals,Per Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Rk,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
46,141,Bogdan Bliznyuk,SR,2017-18,F,Eastern Washington,Big Sky,35,1228,265,502,.528,220,389,45,113,.398,166,184,.902,33,205,238,137,29,10,119,83,741,35.1,7.6,14.3,6.3,11.1,1.3,3.2,4.7,5.3,0.9,5.9,6.8,3.9,0.8,0.3,3.4,2.4,21.2
47,142,Yoeli Childs,JR,2018-19,F,Brigham Young,WCC,32,1066,258,509,.507,226,410,32,99,.323,131,185,.708,65,244,309,66,31,33,88,84,679,33.3,8.1,15.9,7.1,12.8,1.0,3.1,4.1,5.8,2.0,7.6,9.7,2.1,1.0,1.0,2.8,2.6,21.2
48,143,Dylon Cormier,SR,2013-14,G,Loyola (MD),Patriot,21,727,150,325,.462,130,255,20,70,.286,126,191,.660,63,59,122,38,46,9,42,52,446,34.6,7.1,15.5,6.2,12.1,1.0,3.3,6.0,9.1,3.0,2.8,5.8,1.8,2.2,0.4,2.0,2.5,21.2
49,144,Frank Gaines,JR,2011-12,G,Purdue-Fort Wayne,Summit,30,962,207,465,.445,158,323,49,142,.345,172,230,.748,39,137,176,36,41,18,77,90,635,32.1,6.9,15.5,5.3,10.8,1.6,4.7,5.7,7.7,1.3,4.6,5.9,1.2,1.4,0.6,2.6,3.0,21.2
50,145,Greg Gantt,SR,2012-13,G,Florida Atlantic,Sun Belt,32,1175,235,550,.427,151,333,84,217,.387,123,155,.794,22,111,133,44,25,3,78,48,677,36.7,7.3,17.2,4.7,10.4,2.6,6.8,3.8,4.8,0.7,3.5,4.2,1.4,0.8,0.1,2.4,1.5,21.2
51,146,Anthony Lamb,JR,2018-19,F,Vermont,AEC,32,1011,242,470,.515,192,333,50,137,.365,144,189,.762,55,195,250,72,29,62,69,63,678,31.6,7.6,14.7,6.0,10.4,1.6,4.3,4.5,5.9,1.7,6.1,7.8,2.3,0.9,1.9,2.2,2.0,21.2
52,147,Kelan Martin,SR,2017-18,F,Butler,Big East,35,1249,259,580,.447,164,319,95,261,.364,130,154,.844,33,186,219,70,26,16,84,67,743,35.7,7.4,16.6,4.7,9.1,2.7,7.5,3.7,4.4,0.9,5.3,6.3,2.0,0.7,0.5,2.4,1.9,21.2
53,148,Luwane Pipkins,SO,2017-18,G,Massachusetts,A-10,32,1114,228,530,.430,121,279,107,251,.426,115,146,.788,15,99,114,128,48,0,108,68,678,34.8,7.1,16.6,3.8,8.7,3.3,7.8,3.6,4.6,0.5,3.1,3.6,4.0,1.5,0.0,3.4,2.1,21.2
54,149,Kendrick Ray,SR,2016-17,G,Kennesaw State,A-Sun,31,1049,244,543,.449,158,325,86,218,.394,82,104,.788,30,84,114,97,22,10,81,75,656,33.8,7.9,17.5,5.1,10.5,2.8,7.0,2.6,3.4,1.0,2.7,3.7,3.1,0.7,0.3,2.6,2.4,21.2
55,150,Braylon Rayson,SR,2016-17,G,Central Michigan,MAC,32,1191,209,549,.381,116,291,93,258,.360,168,198,.848,25,115,140,101,39,1,86,69,679,37.2,6.5,17.2,3.6,9.1,2.9,8.1,5.3,6.2,0.8,3.6,4.4,3.2,1.2,0.0,2.7,2.2,21.2
56,151,Dewayne Russell,SR,2016-17,G,Grand Canyon,WAC,28,1072,197,492,.400,145,361,52,131,.397,147,194,.758,13,92,105,151,41,4,75,60,593,38.3,7.0,17.6,5.2,12.9,1.9,4.7,5.3,6.9,0.5,3.3,3.8,5.4,1.5,0.1,2.7,2.1,21.2
57,152,D'Marcus Simonds,SO,2017-18,G,Georgia State,Sun Belt,35,1223,277,601,.461,235,457,42,144,.292,146,208,.702,46,155,201,153,60,24,127,100,742,34.9,7.9,17.2,6.7,13.1,1.2,4.1,4.2,5.9,1.3,4.4,5.7,4.4,1.7,0.7,3.6,2.9,21.2
58,153,Nate Wolters,JR,2011-12,G,South Dakota State,Summit,34,1216,250,558,.448,217,421,33,137,.241,188,240,.783,31,143,174,202,59,2,75,63,721,35.8,7.4,16.4,6.4,12.4,1.0,4.0,5.5,7.1,0.9,4.2,5.1,5.9,1.7,0.1,2.2,1.9,21.2
59,154,Ben Bentil,SO,2015-16,F,Providence,Big East,35,1198,246,533,.462,194,375,52,158,.329,194,248,.782,94,174,268,40,30,36,67,97,738,34.2,7.0,15.2,5.5,10.7,1.5,4.5,5.5,7.1,2.7,5.0,7.7,1.1,0.9,1.0,1.9,2.8,21.1
60,155,Jordan Ford,JR,2018-19,G,Saint Mary's (CA),WCC,34,1255,255,521,.489,185,351,70,170,.412,136,170,.800,17,78,95,85,43,1,65,57,716,36.9,7.5,15.3,5.4,10.3,2.1,5.0,4.0,5.0,0.5,2.3,2.8,2.5,1.3,0.0,1.9,1.7,21.1
61,156,Deontae North,SR,2017-18,G,Portland State,Big Sky,19,572,135,293,.461,93,171,42,122,.344,88,123,.715,41,52,93,46,34,5,37,56,400,30.1,7.1,15.4,4.9,9.0,2.2,6.4,4.6,6.5,2.2,2.7,4.9,2.4,1.8,0.3,1.9,2.9,21.1
62,157,Jeremy Senglin,SR,2016-17,G,Weber State,Big Sky,34,1198,233,490,.476,101,195,132,295,.447,121,158,.766,6,125,131,96,38,1,81,73,719,35.2,6.9,14.4,3.0,5.7,3.9,8.7,3.6,4.6,0.2,3.7,3.9,2.8,1.1,0.0,2.4,2.1,21.1
63,158,Jahad Thomas,SR,2017-18,G,Massachusetts-Lowell,AEC,27,979,211,410,.515,195,366,16,44,.364,132,189,.698,69,157,226,107,48,8,95,70,570,36.3,7.8,15.2,7.2,13.6,0.6,1.6,4.9,7.0,2.6,5.8,8.4,4.0,1.8,0.3,3.5,2.6,21.1
64,159,Marvin Bagley,FR,2017-18,F,Duke,ACC,33,1118,270,440,.614,247,382,23,58,.397,131,209,.627,132,234,366,50,27,29,75,60,694,33.9,8.2,13.3,7.5,11.6,0.7,1.8,4.0,6.3,4.0,7.1,11.1,1.5,0.8,0.9,2.3,1.8,21.0
65,160,James Daniel,FR,2013-14,G,Howard,MEAC,28,891,155,421,.368,64,190,91,231,.394,186,233,.798,15,54,69,44,37,1,93,64,587,31.8,5.5,15.0,2.3,6.8,3.3,8.3,6.6,8.3,0.5,1.9,2.5,1.6,1.3,0.0,3.3,2.3,21.0
66,,Totals,Per Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Rk,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
68,161,Nate Darling,SR,2019-20,G,Delaware,CAA,32,1224,218,489,.446,111,221,107,268,.399,129,151,.854,14,112,126,89,25,7,88,54,672,38.3,6.8,15.3,3.5,6.9,3.3,8.4,4.0,4.7,0.4,3.5,3.9,2.8,0.8,0.2,2.8,1.7,21.0
69,162,Kahlil Dukes,SR,2017-18,G,Niagara,MAAC,33,1120,224,482,.465,129,254,95,228,.417,149,164,.909,6,66,72,108,27,1,83,56,692,33.9,6.8,14.6,3.9,7.7,2.9,6.9,4.5,5.0,0.2,2.0,2.2,3.3,0.8,0.0,2.5,1.7,21.0
70,163,Tramaine Isabell,JR,2017-18,G,Drexel,CAA,28,963,202,426,.474,152,279,50,147,.340,133,174,.764,30,180,210,96,34,0,80,52,587,34.4,7.2,15.2,5.4,10.0,1.8,5.3,4.8,6.2,1.1,6.4,7.5,3.4,1.2,0.0,2.9,1.9,21.0
71,164,Tiwian Kendley,JR,2016-17,G,Morgan State,MEAC,23,744,139,373,.373,91,218,48,155,.310,158,201,.786,42,80,122,29,28,10,99,64,484,32.3,6.0,16.2,4.0,9.5,2.1,6.7,6.9,8.7,1.8,3.5,5.3,1.3,1.2,0.4,4.3,2.8,21.0
72,165,Nick King,SR,2017-18,F,Middle Tennessee,CUSA,33,1086,259,523,.495,217,415,42,108,.389,134,183,.732,78,200,278,65,23,7,94,50,694,32.9,7.8,15.8,6.6,12.6,1.3,3.3,4.1,5.5,2.4,6.1,8.4,2.0,0.7,0.2,2.8,1.5,21.0
73,166,Nathan Knight,JR,2018-19,F,William & Mary,CAA,31,949,236,408,.578,226,367,10,41,.244,169,231,.732,83,183,266,110,13,70,84,93,651,30.6,7.6,13.2,7.3,11.8,0.3,1.3,5.5,7.5,2.7,5.9,8.6,3.5,0.4,2.3,2.7,3.0,21.0
